0.544828,1,0.555814,0.697211,0.968338
0.572414,0.996016,0.555814,0.671315,0.960422
0.565517,0.996016,0.553488,0.603586,0.963061
0.565517,1,0.553488,0.691235,0.957784
0.56092,0.996016,0.551163,0.561753,0.881266
0.524138,0.996016,0.551163,0.595618,0.0712401
0.526437,0.996016,0.553488,0.61753,0.0712401
0.526437,1,0.553488,0.679283,0.0712401
0.521839,0.992032,0.551163,0.549801,0.0686016
0.524138,0.996016,0.548837,0.593625,0.0686016
0.521839,0.996016,0.551163,0.615538,0.0712401
0.524138,0.996016,0.551163,0.693227,0.100264
0.528736,0.996016,0.551163,0.557769,0.187335
0.526437,0.996016,0.551163,0.591633,0.195251
0.528736,0.996016,0.553488,0.615538,0.195251
0.528736,0.996016,0.553488,0.703187,0.192612
0.528736,0.996016,0.553488,0.589641,0.200528
0.526437,0.992032,0.551163,0.585657,0.195251
0.528736,0.992032,0.551163,0.611554,0.224274
0.524138,0.992032,0.551163,0.687251,0.116095
0.524138,0.992032,0.548837,0.619522,0.110818
0.524138,0.992032,0.548837,0.577689,0.121372
0.526437,0.992032,0.548837,0.603586,0.155673
0.526437,0.996016,0.551163,0.7251,0.145119
0.524138,0.996016,0.551163,0.629482,0.126649
0.524138,0.996016,0.551163,0.555777,0.139842
0.524138,0.996016,0.548837,0.603586,0.14248
0.521839,0.996016,0.551163,0.733068,0.0897098
0.528736,0.992032,0.55814,0.631474,0.216359
0.103448,0.0398406,0.044186,0.211155,0.377309
0.103448,0.0438247,0.0418605,0.223108,0.379947
0.105747,0.0398406,0.044186,0.306773,0.379947
0.103448,0.0398406,0.0418605,0.0916335,0.377309
0.103448,0.0398406,0.044186,0.209163,0.379947
0.103448,0.0438247,0.044186,0.298805,0.379947
0.103448,0.0398406,0.044186,0.322709,0.379947
0.103448,0.0398406,0.044186,0.0956175,0.377309
0.103448,0.0398406,0.044186,0.221116,0.379947
0.105747,0.0438247,0.044186,0.288845,0.377309
0.105747,0.0438247,0.044186,0.330677,0.377309
0.103448,0.0438247,0.044186,0.113546,0.379947
0.103448,0.0398406,0.044186,0.193227,0.379947
0.105747,0.0438247,0.044186,0.276892,0.379947
0.105747,0.0438247,0.044186,0.370518,0.379947
0.103448,0.0438247,0.044186,0.0418327,0.379947
0.103448,0.0438247,0.0465116,0.161355,0.377309
0.105747,0.0438247,0.044186,0.249004,0.379947
0.103448,0.0398406,0.044186,0.356574,0.379947
0.103448,0.0398406,0.044186,0.0756972,0.377309
0.103448,0.0398406,0.044186,0.165339,0.377309
0.105747,0.0398406,0.044186,0.237052,0.379947
0.105747,0.0398406,0.044186,0.36255,0.377309
0.103448,0.0398406,0.044186,0,0.379947
0.105747,0.0438247,0.0465116,0.155378,0.382586
0.105747,0.0398406,0.044186,0.229084,0.385224
0.105747,0.0438247,0.044186,0.36255,0.39314
0.105747,0.0438247,0.0465116,0.0478088,0.398417
0.108046,0.0438247,0.0488372,0.163347,0.416887
0.285057,0.673307,0.367442,0.370518,1
0.287356,0.669323,0.367442,0.370518,1
0.287356,0.669323,0.365116,0.368526,1
0.285057,0.669323,0.365116,0.370518,1
0.285057,0.665339,0.365116,0.368526,1
0.285057,0.665339,0.365116,0.366534,1
0.285057,0.665339,0.367442,0.368526,1
0.285057,0.665339,0.365116,0.368526,1
0.282759,0.661355,0.365116,0.366534,1
0.285057,0.661355,0.362791,0.368526,1
0.282759,0.661355,0.365116,0.368526,0.994723
0.285057,0.665339,0.365116,0.366534,1
0.282759,0.661355,0.365116,0.364542,1
0.285057,0.669323,0.365116,0.368526,1
0.287356,0.669323,0.367442,0.368526,1
0.285057,0.669323,0.367442,0.37251,1
0.287356,0.669323,0.365116,0.370518,1
0.285057,0.669323,0.367442,0.37251,1
0.289655,0.677291,0.369767,0.374502,1
0.289655,0.681275,0.369767,0.376494,1
0.289655,0.681275,0.369767,0.37251,0.997361
0.289655,0.681275,0.369767,0.374502,1
0.291954,0.685259,0.372093,0.374502,1
0.291954,0.689243,0.372093,0.374502,1
0.291954,0.689243,0.374419,0.374502,1
0.291954,0.689243,0.376744,0.374502,0.997361
0.298851,0.705179,0.383721,0.38247,1
0.308046,0.721116,0.390698,0.39243,1
0.314943,0.729084,0.390698,0.396414,1
0.997701,0.856574,0.451163,0.328685,0.332454
0.988506,0.85259,0.451163,0.328685,0.332454
0.977011,0.856574,0.453488,0.330677,0.332454
0.974713,0.856574,0.451163,0.334661,0.337731
0.977011,0.856574,0.451163,0.322709,0.337731
0.974713,0.856574,0.451163,0.326693,0.335092
0.977011,0.85259,0.448837,0.324701,0.332454
0.974713,0.856574,0.448837,0.324701,0.332454
0.97931,0.856574,0.451163,0.328685,0.332454
0.977011,0.856574,0.451163,0.318725,0.332454
0.977011,0.856574,0.451163,0.320717,0.335092
0.974713,0.860558,0.453488,0.332669,0.335092
0.974713,0.860558,0.451163,0.326693,0.335092
0.974713,0.856574,0.451163,0.328685,0.332454
0.974713,0.856574,0.455814,0.334661,0.335092
0.977011,0.856574,0.455814,0.340637,0.335092
0.977011,0.860558,0.460465,0.340637,0.332454
0.457471,0.860558,0.465116,0.336653,0.332454
0.457471,0.860558,0.462791,0.348606,0.327177
0.452874,0.856574,0.462791,0.336653,0.327177
