712.00,669.00,687.00,665.00,526.00,0
712.00,669.00,687.00,665.00,526.00,0
710.00,669.00,686.00,666.00,526.00,0
710.00,670.00,687.00,665.00,525.00,0
709.00,668.00,688.00,667.00,525.00,0
711.00,668.00,687.00,665.00,524.00,0
712.00,669.00,687.00,664.00,524.00,0
710.00,668.00,687.00,665.00,524.00,0
710.00,668.00,687.00,666.00,525.00,0
711.00,668.00,687.00,664.00,523.00,0
711.00,669.00,687.00,667.00,523.00,0
710.00,668.00,687.00,664.00,522.00,0
711.00,668.00,687.00,665.00,521.00,0
710.00,668.00,688.00,665.00,520.00,0
709.00,668.00,686.00,664.00,518.00,0
710.00,668.00,688.00,665.00,518.00,0
710.00,668.00,686.00,665.00,517.00,0
710.00,668.00,686.00,665.00,515.00,0
712.00,667.00,687.00,665.00,514.00,0
710.00,668.00,687.00,664.00,513.00,0
710.00,667.00,687.00,665.00,511.00,0
710.00,668.00,686.00,664.00,511.00,0
712.00,667.00,686.00,666.00,510.00,0
710.00,668.00,686.00,665.00,509.00,0
710.00,668.00,686.00,665.00,509.00,0
539.00,464.00,513.00,516.00,658.00,1
539.00,464.00,513.00,516.00,657.00,1
539.00,464.00,513.00,517.00,656.00,1
539.00,464.00,513.00,516.00,657.00,1
539.00,464.00,513.00,516.00,658.00,1
539.00,464.00,513.00,516.00,657.00,1
539.00,464.00,513.00,516.00,657.00,1
539.00,465.00,513.00,516.00,658.00,1
539.00,464.00,513.00,516.00,656.00,1
539.00,464.00,514.00,516.00,658.00,1
539.00,464.00,513.00,516.00,656.00,1
539.00,464.00,513.00,516.00,656.00,1
539.00,464.00,513.00,516.00,656.00,1
539.00,464.00,514.00,516.00,656.00,1
539.00,464.00,512.00,516.00,658.00,1
538.00,464.00,513.00,516.00,658.00,1
539.00,465.00,513.00,516.00,656.00,1
539.00,465.00,513.00,516.00,656.00,1
540.00,464.00,513.00,517.00,656.00,1
540.00,464.00,513.00,517.00,656.00,1
540.00,464.00,513.00,517.00,656.00,1
540.00,464.00,513.00,516.00,656.00,1
540.00,464.00,513.00,516.00,656.00,1
539.00,464.00,513.00,516.00,656.00,1
539.00,464.00,513.00,516.00,656.00,1
587.00,601.00,650.00,565.00,504.00,2
586.00,601.00,650.00,564.00,502.00,2
584.00,600.00,648.00,563.00,501.00,2
581.00,598.00,646.00,559.00,497.00,2
581.00,597.00,646.00,559.00,495.00,2
580.00,598.00,646.00,559.00,495.00,2
580.00,597.00,646.00,557.00,493.00,2
580.00,598.00,644.00,556.00,493.00,2
579.00,596.00,644.00,555.00,493.00,2
580.00,595.00,644.00,556.00,492.00,2
580.00,596.00,644.00,554.00,492.00,2
580.00,596.00,647.00,556.00,492.00,2
582.00,597.00,648.00,557.00,492.00,2
585.00,596.00,647.00,556.00,492.00,2
586.00,595.00,645.00,556.00,493.00,2
587.00,595.00,645.00,557.00,493.00,2
588.00,594.00,645.00,556.00,493.00,2
589.00,593.00,644.00,554.00,494.00,2
589.00,591.00,642.00,553.00,492.00,2
591.00,590.00,640.00,553.00,492.00,2
591.00,591.00,640.00,551.00,492.00,2
591.00,593.00,641.00,551.00,491.00,2
589.00,595.00,642.00,549.00,490.00,2
588.00,598.00,646.00,547.00,487.00,2
586.00,599.00,648.00,545.00,485.00,2
499.00,451.00,485.00,583.00,572.00,3
498.00,451.00,485.00,583.00,573.00,3
498.00,451.00,484.00,583.00,572.00,3
499.00,451.00,485.00,583.00,572.00,3
499.00,451.00,485.00,583.00,573.00,3
500.00,451.00,485.00,584.00,572.00,3
499.00,451.00,485.00,583.00,572.00,3
498.00,451.00,485.00,583.00,572.00,3
500.00,452.00,485.00,583.00,572.00,3
500.00,452.00,485.00,583.00,572.00,3
499.00,452.00,485.00,585.00,572.00,3
499.00,451.00,485.00,585.00,572.00,3
499.00,451.00,486.00,582.00,572.00,3
500.00,451.00,487.00,582.00,573.00,3
499.00,452.00,485.00,582.00,572.00,3
499.00,452.00,485.00,583.00,572.00,3
499.00,452.00,485.00,584.00,573.00,3
499.00,452.00,486.00,583.00,572.00,3
499.00,452.00,486.00,583.00,572.00,3
498.00,451.00,485.00,582.00,572.00,3
499.00,451.00,485.00,582.00,573.00,3
499.00,451.00,485.00,583.00,572.00,3
499.00,451.00,485.00,582.00,574.00,3
499.00,452.00,485.00,582.00,572.00,3
501.00,452.00,485.00,582.00,571.00,3
667.00,650.00,676.00,645.00,644.00,4
667.00,651.00,676.00,646.00,644.00,4
667.00,651.00,676.00,645.00,644.00,4
667.00,650.00,676.00,645.00,644.00,4
666.00,650.00,676.00,646.00,644.00,4
666.00,651.00,676.00,647.00,644.00,4
667.00,652.00,675.00,645.00,645.00,4
667.00,650.00,676.00,645.00,644.00,4
666.00,650.00,676.00,645.00,645.00,4
668.00,650.00,676.00,647.00,644.00,4
667.00,652.00,676.00,647.00,644.00,4
666.00,651.00,676.00,644.00,645.00,4
667.00,650.00,676.00,645.00,645.00,4
668.00,652.00,676.00,645.00,647.00,4
667.00,650.00,675.00,645.00,645.00,4
669.00,650.00,676.00,645.00,645.00,4
667.00,651.00,675.00,645.00,645.00,4
667.00,651.00,675.00,646.00,646.00,4
667.00,650.00,675.00,645.00,646.00,4
668.00,652.00,676.00,645.00,645.00,4
667.00,650.00,676.00,646.00,645.00,4
667.00,652.00,676.00,646.00,646.00,4
667.00,651.00,675.00,645.00,647.00,4
668.00,651.00,676.00,645.00,647.00,4
666.00,650.00,676.00,646.00,646.00,4
495.00,446.00,494.00,621.00,520.00,5
495.00,446.00,494.00,619.00,520.00,5
495.00,446.00,494.00,620.00,520.00,5
495.00,446.00,494.00,620.00,521.00,5
495.00,446.00,495.00,619.00,520.00,5
497.00,446.00,494.00,620.00,520.00,5
496.00,446.00,494.00,618.00,520.00,5
495.00,446.00,496.00,620.00,521.00,5
495.00,446.00,495.00,619.00,520.00,5
495.00,446.00,495.00,620.00,520.00,5
495.00,446.00,495.00,621.00,520.00,5
495.00,446.00,495.00,621.00,521.00,5
495.00,446.00,496.00,619.00,524.00,5
496.00,446.00,497.00,621.00,523.00,5
495.00,445.00,498.00,622.00,521.00,5
496.00,445.00,497.00,621.00,520.00,5
496.00,445.00,497.00,622.00,520.00,5
496.00,445.00,498.00,621.00,520.00,5
496.00,445.00,498.00,623.00,516.00,5
496.00,445.00,499.00,623.00,516.00,5
496.00,445.00,500.00,623.00,513.00,5
496.00,445.00,500.00,624.00,514.00,5
497.00,445.00,500.00,624.00,511.00,5
496.00,445.00,501.00,625.00,509.00,5
497.00,445.00,501.00,624.00,509.00,5
663.00,651.00,671.00,494.00,484.00,6
662.00,651.00,670.00,493.00,484.00,6
662.00,653.00,671.00,493.00,484.00,6
662.00,651.00,671.00,493.00,484.00,6
662.00,651.00,671.00,493.00,484.00,6
662.00,651.00,671.00,492.00,484.00,6
663.00,651.00,671.00,492.00,485.00,6
664.00,651.00,671.00,493.00,484.00,6
662.00,653.00,670.00,493.00,484.00,6
662.00,652.00,671.00,492.00,484.00,6
662.00,650.00,671.00,492.00,483.00,6
663.00,651.00,670.00,492.00,484.00,6
662.00,651.00,671.00,492.00,484.00,6
663.00,651.00,673.00,492.00,483.00,6
661.00,653.00,670.00,492.00,483.00,6
662.00,651.00,672.00,492.00,483.00,6
663.00,650.00,670.00,492.00,484.00,6
662.00,651.00,670.00,492.00,485.00,6
662.00,651.00,670.00,492.00,485.00,6
663.00,651.00,670.00,493.00,483.00,6
662.00,651.00,670.00,494.00,484.00,6
662.00,651.00,669.00,492.00,483.00,6
665.00,650.00,672.00,492.00,483.00,6
662.00,651.00,670.00,492.00,483.00,6
662.00,651.00,669.00,492.00,483.00,6
683.00,633.00,503.00,476.00,489.00,7
683.00,633.00,501.00,476.00,489.00,7
683.00,632.00,501.00,476.00,489.00,7
684.00,632.00,501.00,476.00,489.00,7
684.00,633.00,501.00,476.00,488.00,7
683.00,634.00,501.00,476.00,486.00,7
683.00,633.00,501.00,476.00,485.00,7
682.00,634.00,501.00,476.00,484.00,7
685.00,633.00,502.00,476.00,484.00,7
683.00,633.00,501.00,476.00,484.00,7
682.00,633.00,501.00,475.00,485.00,7
685.00,633.00,501.00,475.00,484.00,7
682.00,633.00,501.00,475.00,484.00,7
682.00,632.00,501.00,475.00,484.00,7
683.00,632.00,502.00,475.00,484.00,7
682.00,632.00,501.00,475.00,484.00,7
683.00,633.00,501.00,476.00,483.00,7
682.00,632.00,501.00,475.00,484.00,7
681.00,632.00,501.00,475.00,484.00,7
682.00,633.00,501.00,475.00,484.00,7
681.00,632.00,501.00,475.00,484.00,7
